rnos;denominacion;tipo;id_tipo
113724;INCOR EMERGENCIAS SRL                                                                                                                                                                                                                                     ;EMP;3
112684;REYLES S.A.                                                                                                                                                                                                                                               ;EMP;3
813383;AGRUPACIÓN DE COLABORACIÓN GRUPO PARAMEDIC                                                                                                                                                                                                                ;EMP;3
111094;SCIS                                                                                                                                                                                                                                                      ;EMP;3
114567;CALIDAD MÉDICA S.A.                                                                                                                                                                                                                                       ;EMP;3
214427;COOPERATIVA DE TRABAJO DE ATENCION MEDICA INTEGRAL DEL SUR DE DE LA PROVINCIA DE CORDOBA (AMICOR) LTDA.                                                                                                                                                   ;EMP;3
115430;IMPLATEL S.A.                                                                                                                                                                                                                                             ;EMP;3
113465;PREVINCA SALUD S.A.                                                                                                                                                                                                                                       ;EMP;3
112158;GERDANNA SA                                                                                                                                                                                                                                               ;EMP;3
310095;MUTUAL DE LA INDUSTRIA CURTIDORA ARGENTINA                                                                                                                                                                                                                ;EMP;3
612870;OBRA SOCIAL DE LOS  LEGISLADORES DE LA REPUBLICA ARGENTINA                                                                                                                                                                                                ;EMP;3
110282;CRUZ AZUL SALUD                                                                                                                                                                                                                                           ;EMP;3
315830;ASOCIACION MUTUAL DE TRABAJADORES CULTURALES Y SOCIALES                                                                                                                                                                                                   ;EMP;3
212056;COOP DE TRABAJO MEDICO URUGUAY LTDA                                                                                                                                                                                                                       ;EMP;3
311364;ASOCIACIÓN MUTUAL DEL PERSONAL DE FUTURA NORTE S.A.                                                                                                                                                                                                       ;EMP;3
210685;PLURAL COOPERATIVA DE CREDITO, CONSUMO Y VIVIENDA LTDA.                                                                                                                                                                                                   ;EMP;3
311272;CIRC SUBOF DE LA FZA AREA ARG ASOC MUTUAL                                                                                                                                                                                                                 ;EMP;3
315731;ASOCIACION MUTUAL 24 DE DICIEMBRE                                                                                                                                                                                                                         ;EMP;3
110565;CENTRO MEDICO PUEYRREDON                                                                                                                                                                                                                                  ;EMP;3
112066;CEM S.R.L.                                                                                                                                                                                                                                                ;EMP;3
112349;SOCORRO MEDICO PRIVADO CORDOBA S.A.                                                                                                                                                                                                                       ;EMP;3
313261;PROTECCIÓN INTEGRAL PARA LA FAMILIA ASOCIACIÓN MUTUAL                                                                                                                                                                                                     ;EMP;3
320430;ASOCIACION MUTUAL DARDO ROCHA                                                                                                                                                                                                                             ;EMP;3
611976;OBRA SOCIAL DEL PERSONAL TECNICO AERONAUTICO                                                                                                                                                                                                              ;EMP;3
114024;AMI S.R.L.                                                                                                                                                                                                                                                ;EMP;3
111049;NORTE SALUD SA                                                                                                                                                                                                                                            ;EMP;3
115171;IMEDICAL S.A.                                                                                                                                                                                                                                             ;EMP;3
110657;PRIMED SA                                                                                                                                                                                                                                                 ;EMP;3
110015;GALENO CONSULTING GROUP S. A.                                                                                                                                                                                                                             ;EMP;3
615039;OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS AIRES                                                                                                                                                                                                   ;EMP;3
112141;CUIDAR SALUD ASISTENCIA MEDICA DOMICILIARIA                                                                                                                                                                                                               ;EMP;3
311920;MUTUAL MERCANTIL EMPRESARIA                                                                                                                                                                                                                               ;EMP;3
112417;EMERGENCIAS MEDICAS PUNILLA S.A.                                                                                                                                                                                                                          ;EMP;3
110312;RED DE SEGURO MEDICO SRL                                                                                                                                                                                                                                  ;EMP;3
110510;BRISTOL MEDICINE                                                                                                                                                                                                                                          ;EMP;3
112363;CLINICA DE LA UNION SA.                                                                                                                                                                                                                                   ;EMP;3
111650;COBERTURA DE SALUD S.A.                                                                                                                                                                                                                                   ;EMP;3
115065;PRIVAMED S.A                                                                                                                                                                                                                                              ;EMP;3
315649;CENTRO DE ATENCION MEDICA ASOCIACION MUTUAL DE SALUD                                                                                                                                                                                                      ;EMP;3
114055;SERVICIOS EMSYS S.A.                                                                                                                                                                                                                                      ;EMP;3
110022;GERMED S.A.                                                                                                                                                                                                                                               ;EMP;3
110046;MEDICAL CORPORATIVE TRADE                                                                                                                                                                                                                                 ;EMP;3
111964;ESCENCIAL SRL                                                                                                                                                                                                                                             ;EMP;3
120054;YOUR HEALTH S.A.                                                                                                                                                                                                                                          ;EMP;3
120016;CONURBANO SALUD                                                                                                                                                                                                                                           ;EMP;3
112424;HEALTH MEDICAL                                                                                                                                                                                                                                            ;EMP;3
414193;ASOCIACIÓN MÉDICA DE PERGAMINO                                                                                                                                                                                                                            ;EMP;3
816191;SINDICATO DE EMPLEADOS Y OBREROS DE COMERCIO Y AFINES DE BRAGADO                                                                                                                                                                                          ;EMP;3
316116;ASOC. ESPAÑOLA DE SOCORROS MUTUOS                                                                                                                                                                                                                         ;EMP;3
410597;CIRCULO MEDICO DE TRENQUE LAUQUEN                                                                                                                                                                                                                         ;EMP;3
312183;ASOCIACION MUTUAL DE PROFESIONALES                                                                                                                                                                                                                        ;EMP;3
614548;ADOS COMODORO RIVADAVIA ASOCIACION DE OBRAS SOCIALES                                                                                                                                                                                                      ;EMP;3
613958;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LECHERA                                                                                                                                                                                                          ;EMP;3
316062;SOCIEDAD ITALIANA DE SOCORROS MUTUOS                                                                                                                                                                                                                      ;EMP;3
614487;OBRA SOCIAL PARA EL  PERSONAL DE EMPRESAS DE  LIMPIEZA, SERVICIOS Y MAESTRANZA DE MENDOZA                                                                                                                                                                 ;EMP;3
320362;ASOCIACION MUTUAL CLINICA SANTA ROSA                                                                                                                                                                                                                      ;EMP;3
316130;MUTUAL DEL TRABAJADOR VIAL SANTA FE                                                                                                                                                                                                                       ;EMP;3
113151;CENTRO MEDICO MONDE GRAN SA                                                                                                                                                                                                                               ;EMP;3
314929;ASOCIACION MUTUAL DE SERVICIOS PARA INTERNACIONES Y OPERACIONES                                                                                                                                                                                           ;EMP;3
616162;OBRA SOCIAL DE LA FEDERACION ARGENTINA DEL TRABAJADOR DE LAS UNIVERSIDADES NACIONALES                                                                                                                                                                     ;EMP;3
115126;MANO SALUD                                                                                                                                                                                                                                                ;EMP;3
112318;DOMIN SRL                                                                                                                                                                                                                                                 ;EMP;3
320645;MU.SE.PE.BO.                                                                                                                                                                                                                                              ;EMP;3
620653;OBRA SOCIAL ASOCIACION DE SERVICIOS SOCIALES PARA EMPRESARIOS Y PERSONAL DE DIRECCION DE EMPRESAS DEL COMERCIO, SERVICIOS, PRODUCCION, INDUSTRIA Y CIVIL (ASSPE )                                                                                         ;EMP;3
115218;CARDIO SA                                                                                                                                                                                                                                                 ;EMP;3
114772;CLINICA ROCA S.A.                                                                                                                                                                                                                                         ;EMP;3
120122;UDEC                                                                                                                                                                                                                                                      ;EMP;3
115416;MEMED S.A.                                                                                                                                                                                                                                                ;EMP;3
114253;HEALTHNES S.A.                                                                                                                                                                                                                                            ;EMP;3
313780;ASOCIACION MUTUAL ENTRERRIANA DE SERVICIOS                                                                                                                                                                                                                ;EMP;3
614982;OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO                                                                                                                                                                                                 ;EMP;3
116358;FAMILY SALUD                                                                                                                                                                                                                                              ;EMP;3
216270;Cooperativa de Provision de Obras y Servicios Publicos y de Creditos Cuenca del Salado ltda                                                                                                                                                               ;EMP;3
316871;ASOCIACION MUTUAL GARDENIA                                                                                                                                                                                                                                ;EMP;3
316338;ASOCIACION MUTUAL PREVINOR                                                                                                                                                                                                                                ;EMP;3
316239;ASOCIACION MUTUAL ROSARIO METALMECANICA Y AFINES                                                                                                                                                                                                          ;EMP;3
316291;Asociacion Mutual Mutualtax                                                                                                                                                                                                                               ;EMP;3
113885;TIMELY MEDICAL                                                                                                                                                                                                                                            ;EMP;3
113670;GRUPO GERENCIADOR G4 SA                                                                                                                                                                                                                                   ;EMP;3
110961;ASKHA                                                                                                                                                                                                                                                     ;EMP;3
614357;OBRA SOCIAL DE TRABAJADORES VIALES Y AFINES DE LA REPUBLICA ARGENTINA                                                                                                                                                                                     ;EMP;3
615510;OBRA SOCIAL DE DIRECCION DE LA ACTIVIDAD AEROCOMERCIAL PRIVADA                                                                                                                                                                                            ;EMP;3
312831;ASOCIACION MUTUAL DE TRABAJADORES PORTUARIOS DE LA REPUBLICA ARGENTINA                                                                                                                                                                                    ;EMP;3
112981;MPE S.A.                                                                                                                                                                                                                                                  ;EMP;3
113649;IE EMERGENCIAS BOLIVAR SA                                                                                                                                                                                                                                 ;EMP;3
313179;ASOCIACION MUTUAL MEDICOS ASOCIACION MEDICA DEL DEPARTAMENTO DIAMANTE                                                                                                                                                                                     ;EMP;3
313827;ASOCIACION MUTUAL DE LA COSTA SUDESTE                                                                                                                                                                                                                     ;EMP;3
315281;MUTUAL DE EMPLEADOS DE SISTEMAS MEDICOS DE EMERGENCIAS DE LA REPUBLICA ARGENTINA                                                                                                                                                                          ;EMP;3
313438;ASOCIACION MUTUAL BS.AS. STAFF DE MEDICINA Y SERVICIOS                                                                                                                                                                                                    ;EMP;3
113458;PLENA SALUD S.A.                                                                                                                                                                                                                                          ;EMP;3
115089;RESCATE CENTRO S.A.                                                                                                                                                                                                                                       ;EMP;3
111421;CENTRO MÉDICO SAN BLAS S.A.                                                                                                                                                                                                                               ;EMP;3
314585;ASOCIACION MUTUAL SOCIOS CIRCULO MEDICO DE VICTORIA                                                                                                                                                                                                       ;EMP;3
312084;ASOCIACIÓN MUTUAL CENTRO MÉDICO DE SAN FRANCISCO                                                                                                                                                                                                          ;EMP;3
310743;ASOCIACION MUTUAL ARGUS SALUD                                                                                                                                                                                                                             ;EMP;3
116020;INSTITUTO PANAMERICANO DE SALUD S.A.                                                                                                                                                                                                                      ;EMP;3
110183;VS GROUP S.A.                                                                                                                                                                                                                                             ;EMP;3
111780;MAPFRE SALUD S.A.                                                                                                                                                                                                                                         ;EMP;3
120160;ADMINISTRACION RECURSOS PARA SALUD.S.A                                                                                                                                                                                                                    ;EMP;3
113090;UNIFE S.A.                                                                                                                                                                                                                                                ;EMP;3
312794;ASOCIACIÓN MUTUAL 22 DE DICIEMBRE DEL DEPARTAMENTO IRIONDO                                                                                                                                                                                                ;EMP;3
113496;ADMINISTRAR SALUD S.A.                                                                                                                                                                                                                                    ;EMP;3
320249;ASOCIACION MUTUAL COMUNIDAD ABIERTA                                                                                                                                                                                                                       ;EMP;3
112370;SOCORRO MEDICO SAN MARTIN S.A.                                                                                                                                                                                                                            ;EMP;3
314417;ASOCIACION MUTUAL SOCIOS CIRCULO MEDICO DE NOGOYA                                                                                                                                                                                                         ;EMP;3
113571;ARMIENTO SA                                                                                                                                                                                                                                               ;EMP;3
313650;ASOCIACIÓN MUTUAL MÉDICA DEL OESTE                                                                                                                                                                                                                        ;EMP;3
115799;SERES                                                                                                                                                                                                                                                     ;EMP;3
313339;MUTUAL SM SALUD DE SOCIEDAD MEDICA DEL DEPARTAMENTO LAS COLONIAS                                                                                                                                                                                          ;EMP;3
110381;SALUD PLUS S.A.                                                                                                                                                                                                                                           ;EMP;3
112028;SALUD INTEGRAL                                                                                                                                                                                                                                            ;EMP;3
112325;BRAMED S.R.L.                                                                                                                                                                                                                                             ;EMP;3
314950;ASOCIACION MUTUAL DE PROFESIONALES DEL HOSPITAL ITALIANO DE CORDOBA                                                                                                                                                                                       ;EMP;3
313582;MUTUAL BIENESTAR Y PROGRESO                                                                                                                                                                                                                               ;EMP;3
320492;ASOCIACION MUTUAL PARTICIPACION Y SERVICIOS DE CHAJARI                                                                                                                                                                                                    ;EMP;3
311777;ASOCIACION MUTUAL Y PROTECCION RECIPROCA UNISOL SALUD                                                                                                                                                                                                     ;EMP;3
113731;PREMEDIKAL S.R.L                                                                                                                                                                                                                                          ;EMP;3
114437;CARRA SALUD S.A                                                                                                                                                                                                                                           ;EMP;3
314578;ASOCIACION MUTUAL CAPITAL DE SANTIAGO DEL ESTERO                                                                                                                                                                                                          ;EMP;3
314363;MUTUAL DE AGRICULTURA Y GANADERIA                                                                                                                                                                                                                         ;EMP;3
115454;ACZEP S.A.                                                                                                                                                                                                                                                ;EMP;3
320386;ASOC. MUTUAL EXCONSCRIPTOS DEL CANAL DE BEAGLE                                                                                                                                                                                                            ;EMP;3
111889;MEDICINA FEDERAL S.A                                                                                                                                                                                                                                      ;EMP;3
115485;LPSM S.A.                                                                                                                                                                                                                                                 ;EMP;3
111025;UNO SALUD                                                                                                                                                                                                                                                 ;EMP;3
615114;OBRA SOCIAL DE LA ACTIVIDAD DE SEGUROS, REASEGUROS, CAPITALIZACION Y AHORRO Y PRESTAMO PARA LA VIVIENDA                                                                                                                                                   ;EMP;3
111162;CENTROMEDICA                                                                                                                                                                                                                                              ;EMP;3
111476;GEA                                                                                                                                                                                                                                                       ;EMP;3
111698;EMEDIC S.A.                                                                                                                                                                                                                                               ;EMP;3
314844;MUTUAL SISTEMA PREVENTIVO SOCIAL                                                                                                                                                                                                                          ;EMP;3
112752;HOGAR SALUD S.A.                                                                                                                                                                                                                                          ;EMP;3
115164;ENTRE RIOS EMERGENCIAS S.R.L.                                                                                                                                                                                                                             ;EMP;3
413855;SOCIEDAD DE BENEFICENCIA HOSPITAL ITALIANO GARIBALDI                                                                                                                                                                                                      ;EMP;3
310491;ASOCIACION MUTUAL DR. ESTEBAN LAUREANO MARADONA SALUD                                                                                                                                                                                                     ;EMP;3
115133;UDEM SRL                                                                                                                                                                                                                                                  ;EMP;3
113489;ORDEM SUR S.A.                                                                                                                                                                                                                                            ;EMP;3
112578;INSTITUTO PRIVADO DE CLINICA Y CIRUGIA DE LOBOS SA                                                                                                                                                                                                        ;EMP;3
120085;MEDICINA PRIVADA S.A.                                                                                                                                                                                                                                     ;EMP;3
115249;ECA                                                                                                                                                                                                                                                       ;EMP;3
111933;COBERTURA DE SALUD BELL VILLE PRIVADA S.R.L.                                                                                                                                                                                                              ;EMP;3
611662;OBRA SOCIAL DE TECNICOS DE FUTBOL                                                                                                                                                                                                                         ;EMP;3
115188;VEM SA                                                                                                                                                                                                                                                    ;EMP;3
113038;SEREM SA                                                                                                                                                                                                                                                  ;EMP;3
113557;UNIDEM S.A.                                                                                                                                                                                                                                               ;EMP;3
114697;SUM S.A.                                                                                                                                                                                                                                                  ;EMP;3
114598;ODONTO                                                                                                                                                                                                                                                    ;EMP;3
113052;SOCORRO MEDICO PRIVADO S.A.                                                                                                                                                                                                                               ;EMP;3
612993;OBRA SOCIAL DEL PERSONAL DE LA CONSTRUCCION                                                                                                                                                                                                               ;EMP;3
115492;EQUIPO MEDICO DE EMERGENCIAS                                                                                                                                                                                                                              ;EMP;3
112929;EMME S.A.                                                                                                                                                                                                                                                 ;EMP;3
312244;A.M.PARA LA AYUDA RECIPROCA DE ASOCIADOS REGIONALES                                                                                                                                                                                                       ;EMP;3
112486;EMERGENCIA CARDIO ASISTENCIAL S.A.                                                                                                                                                                                                                        ;EMP;3
610836;OBRA SOCIAL DEL PERSONAL AERONAUTICO                                                                                                                                                                                                                      ;EMP;3
311579;ASOCIACION MUTUAL DE TRABAJADORES ARGENTINOS ESTATALES (AMTAE)                                                                                                                                                                                            ;EMP;3
111872;EMECA                                                                                                                                                                                                                                                     ;EMP;3
113359;EMERGENCIA MEDICA INTEGRAL S.A.                                                                                                                                                                                                                           ;EMP;3
314769;ASOC. MUTUAL AYUDA EMPL. PREVINCA SERV. SOCIALES                                                                                                                                                                                                          ;EMP;3
613996;OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA EMPRESA SUBTERRANEOS DE BUENOS AIRES                                                                                                                                                                          ;EMP;3
610430;OBRA SOCIAL DE JEFES Y OFICIALES MAQUINISTAS NAVALES                                                                                                                                                                                                      ;EMP;3
612238;OBRA SOCIAL CERAS JOHNSON                                                                                                                                                                                                                                 ;EMP;3
113533;E.M.P.Y. SRL                                                                                                                                                                                                                                              ;EMP;3
614173;OBRA SOCIAL DE AGENTES DE PROPAGANDA MEDICA DE LA REPUBLICA ARGENTINA                                                                                                                                                                                     ;EMP;3
314141;ASOCIACION MUTUAL METALURGICA VILLA CONSTITUCION                                                                                                                                                                                                          ;EMP;3
320478;SOCIEDAD FRANCESA DE SOCORRO MUTUO                                                                                                                                                                                                                        ;EMP;3
214397;COOPERATIVA DE PREVISIÓN DE SERVICIOS PÚBLICOS, ASISTENCIALES,VIVIENDA Y CRÉDITO LTDA.                                                                                                                                                                    ;EMP;3
313773;HOSPITAL ITALIANO DE LA PLATA - ASOCIACIÓN DE SOCORROS MUTUOS Y BENEFICENCIA                                                                                                                                                                              ;EMP;3
315977;MUTUAL SIDERURGICA GENERAL SAVIO                                                                                                                                                                                                                          ;EMP;3
320348;CIRCULO OFICIALES DE MAR PROFESIONAL Y MUTUAL                                                                                                                                                                                                             ;EMP;3
111131;CRUZ BLANCA DEL SUR (LANUS)                                                                                                                                                                                                                               ;EMP;3
612290;OBRA SOCIAL PARA EL PERSONAL DE DIRECCION DE LA INDUSTRIA MADERERA                                                                                                                                                                                        ;EMP;3
